categoryName;englishName;humanFormat;populate;visible;generalizations;mutexExceptions;knownNegatives;instanceType;seedInstances;seedExtractionPatterns;conceptSynonyms;queryString;editDate;author;curator;description;freebaseID;comment;
conflitoMilitar;military conflicts;%s is a {military conflict};TRUE;TRUE;tipodeEventoMilitar;;;proper;" ""Guerra de Troia"" ""Guerra Civil Americana"" ""Guerra do Paraguai"" ""Guerra de Canudos"" ""Guerra Hispano-Americana"" ""Segunda Guerra Mundial"" ""Primeira Guerra Mundial"" ""Guerra Fria"" ""Guerra do Vietnã"" ""Guerra do Golfo""";"""_ é um conflito militar"" ""_ é o conflito militar"" ""é o conflito militar _"" ""conflito militar conhecido como _"" ""conflito militar chamado de _"" ""conflito militar apelidado de _"" ""_ é um dos conflitos militares"" ""conflitos militares tais como _"" ""conflitos militares assim como _"" ""conflitos militares como _"" ""conflito militar tal como _"" ""conflito militar assim como _"" ""conflito militar como _"" ";;conflito militar;2014-10-31;Maísa Duarte;Maísa Duarte;"""A military conflict is any event that involves armed forces acting in hostility. This includes wars, battles, and guerilla actions.""";/military/military_conflict;Removed all and added others names;
tipodeEventoMilitar;military events;%s is a kind of {military event};FALSE;FALSE;evento;crimeOuAcusação;;common;"""ataques"" ""emboscadas"" ""atentados"" ""tiroteios"" ""sequestros"" ""ataque surpresa"" ""ataque frontal"" ""bombardeios"" ""ataques terrestres"" ""ataques aéreos""";"""_ é um tipo de evento militar"" ""_ é o tipo de evento militar"" ""é o tipo de evento militar _"" ""tipo de evento militar conhecido como _"" ""tipo de evento militar chamado de _"" ""tipo de evento militar apelidado de _"" ""_ é um dos tipos de eventos militares"" ""tipos de eventos militares tais como _"" ""tipos de eventos militares assim como _"" ""tipos de eventos militares como _"" ""tipo de evento militar tal como _"" ""tipo de evento militar assim como _"" ""tipo de evento militar como _"" ";;tipode evento militar;2014-10-31;Maísa Duarte;Maísa Duarte;A military event type is simply a sub-type (or sub-category) of the category military event.;;Translated, removed and added some names;
agoritmoDeAM;machine learning algorithms;%s is a {machine-learning algorithm};TRUE;TRUE;abstractThing;areaDeAM projetoDePesquisa;;all;"""SVMs"" ""HMMs"" ""Conditional Random Fields"" ""Modelos de Markov"" ""Markov Decision Process"" ""algoritmo forward-backward"" ""radial basis function networks"" ""Support Vector Machines"" ""Perceptrons"" ""regressão logística"" ""árvore de decisão"" ""Random Forests""";"""_ é um algoritmo de aprendizado de máquina"" ""_ é o algoritmo de aprendizado de máquina"" ""é o algoritmo de aprendizado de máquina _"" ""algoritmo de aprendizado de máquina conhecido como _"" ""algoritmo de aprendizado de máquina chamado de _"" ""algoritmo de aprendizado de máquina apelidado de _"" ""_ é um dos algoritmos de aprendizado de máquina"" ""algoritmos de aprendizado de máquina tais como _"" ""algoritmos de aprendizado de máquina assim como _"" ""algoritmos de aprendizado de máquina como _"" ""algoritmo de aprendizado de máquina tal como _"" ""algoritmo de aprendizado de máquina assim como _"" ""algoritmo de aprendizado de máquina como _"" ";;agoritmo de AM;2014-10-31;Maísa Duarte;Maísa Duarte;Any algorithm or class of algorithms that is used at any stage of machine learning.;;Some translated;
areaDeAM;machine learning areas;%s is an {area of study within the field of machine learning};TRUE;TRUE;abstractThing;agoritmoDeAM;;all;" ""aprendizado supervisionado"" ""agrupamento"" ""classificação"" ""seleção de atributos"" ""Redes Neurais"" ""Extração de Informação"" ""Inferência Bayesiana"" ""Modelos Gráficos"" ""aprendizado de máquina estatístico"" ""aprendizado semi-supervisionado""";"""áreas de aprendizado de máquina tais como _"" ""áreas de aprendizado de máquina assim como _"" ""áreas de aprendizado de máquina como _"" ""área de aprendizado de máquina tal como _"" ""área de aprendizado de máquina assim como _"" ""área de aprendizado de máquina como _"" ""_ é uma área de aprendizado de máquina"" ""_ é a área de aprendizado de máquina"" ""é a área de aprendizado de máquina _"" ""área de aprendizado de máquina conhecida como _"" ""área de aprendizado de máquina chamada de _"" ""área de aprendizado de máquina apelidada de _"" ""_ é uma das áreas de aprendizado de máquina"" ";;area de AM;2014-10-31;Maísa Duarte;Maísa Duarte;A specific area of investigation within the sub-field of machine learning.;;Translated;
autorDeAM;machine learning authors;%s is an {author} in the scientific field of machine learning;TRUE;TRUE;pessoa;masculino feminino pessoaPorLocalidade professor escritor cientista;;proper;"""Katti Faceli"" ""Ana Carolina Lorena"" ""Estevam R. Hruschka"" ""João Gama"" ""André de Carvalho"" ""Maria do Carmo Nicoletti"" ""MC Monard"" ""M Stemmer""";"""_ é um autor de aprendizado de máquina"" ""_ é o autor de aprendizado de máquina"" ""é o autor de aprendizado de máquina _"" ""autor de aprendizado de máquina conhecido como _"" ""autor de aprendizado de máquina chamado de _"" ""autor de aprendizado de máquina apelidado de _"" ""_ é um dos autores de aprendizado de máquina"" ""autores de aprendizado de máquina tais como _"" ""autores de aprendizado de máquina assim como _"" ""autores de aprendizado de máquina como _"" ""autor de aprendizado de máquina tal como _"" ""autor de aprendizado de máquina assim como _"" ""autor de aprendizado de máquina como _"" ""_ escreveu livro de AM"" ""_ escreveu livro de aprendizado de máquina""";;autor de AM;2014-10-31;Maísa Duarte;Maísa Duarte;A machine learning author is a person who has published research in the field of machine learning.;;One added;
conferênciaDeAM;machine learning conferences;%s is a {machine-learning conference};TRUE;TRUE;conferência;;;all;" ""ICML"" ""KDD"" ""PKDD"" ""SIGMOD"" ""NIPS"" ""WWW"" ""WebKDD"" ""ACL"" ""EMNLP"" ""ECML"" ""ICWSM"" ""ICDM"" ""UAI"" ""CIKM""";"""conferências de aprendizado de máquina tais como _"" ""conferências de aprendizado de máquina assim como _"" ""conferências de aprendizado de máquina como _"" ""conferência de aprendizado de máquina tal como _"" ""conferência de aprendizado de máquina assim como _"" ""conferência de aprendizado de máquina como _"" ""_ é uma conferência de aprendizado de máquina"" ""_ é a conferência de aprendizado de máquina"" ""é a conferência de aprendizado de máquina _"" ""conferência de aprendizado de máquina conhecida como _"" ""conferência de aprendizado de máquina chamada de _"" ""conferência de aprendizado de máquina apelidada de _"" ""_ é uma das conferências de aprendizado de máquina""";;conferência de AM;2014-10-31;Maísa Duarte;Maísa Duarte;A conference in the area of machine learning;none;No changes;
conjuntoDeDadosDeAM;machine learning data sets;%s is a {dataset used within the scientific field of machine learning};TRUE;TRUE;abstractThing;projetoDePesquisa;;all;" ""Iris"" ""CORA"" ""Abalone"" Spambase ""20 Newsgroups"" ""Penn Treebank"" ""DBLP"" MUC-7 ""Netflix data"" ";"""_ e um conjunto de dados"" ""conjunto de dados da _"" ""conjunto de dados do _"" ""Conjunto de Dados: _"" ""banco de dados da _"" ""banco de dados do _"" ""datasets of _"" ""_ sample data collected"" ""collected the data _"" ""_ Datasets"" ""_ Dataset""";;conjundo de dados de AM;2014-10-31;Maísa Duarte;Maísa Duarte;A dataset used in machine learning;;No changes;
métricaDeAM;machine learning evaluation metrics;%s is a {performance metric used by machine-learning scientists};TRUE;TRUE;abstractThing;;;all;"""precisão"" ""acurácia"" ""curva ROC"" ""mediana"" ""medida de similaridade"" ""distância euclidiana"" ""F measure""";"""métricas de aprendizado de máquina tais como _"" ""métricas de aprendizado de máquina assim como _"" ""métricas de aprendizado de máquina como _"" ""métrica de aprendizado de máquina tal como _"" ""métrica de aprendizado de máquina assim como _"" ""métrica de aprendizado de máquina como _"" ""métricas de AM tais como _"" ""métricas de AM assim como _"" ""métricas de AM como _"" ""métrica de AM tal como _"" ""métrica de AM assim como _"" ""métrica de AM como _"" ""_ é uma métrica de aprendizado de máquina"" ""_ é a métrica de aprendizado de máquina"" ""é a métrica de aprendizado de máquina _"" ""métrica de aprendizado de máquina conhecida como _"" ""métrica de aprendizado de máquina chamada de _"" ""métrica de aprendizado de máquina apelidada de _"" ""_ é uma das métricas de aprendizado de máquina"" ""_ é uma métrica de AM"" ""_ é a métrica de AM"" ""é a métrica de AM _"" ""métrica de AM conhecida como _"" ""métrica de AM chamada de _"" ""métrica de AM apelidada de _"" ""_ é uma das métricas de AM"" ";;métrica de AM;2014-10-31;Maísa Duarte;Maísa Duarte;A metric used to evaluate machine learning methods;;Translated, removed and added some names;
softwareDeAM;machine learning software;%s is {software used by machine-learning scientists};TRUE;TRUE;software;projetoDePesquisa;;all;"""Minorthird"" ""Weka"" ""libsvm"" ""SVMlight"" ""L-BFGS CART"" ""SNoW"" ""Lemur"" ""Indri"" ""WinBUGS"" ""GeNIe""";"""_ é um software de AM"" ""_ é o software de AM"" ""é o software de AM _"" ""software de AM conhecido como _"" ""software de AM chamado de _"" ""software de AM apelidado de _"" ""_ é um dos softwares de AM"" ""softwares de AM tais como _"" ""softwares de AM assim como _"" ""softwares de AM como _"" ""software de AM tal como _"" ""software de AM assim como _"" ""software de AM como _""  ""_ é um software de aprendizado de máquina"" ""_ é o software de aprendizado de máquina"" ""é o software de aprendizado de máquina _"" ""software de aprendizado de máquina conhecido como _"" ""software de aprendizado de máquina chamado de _"" ""software de aprendizado de máquina apelidado de _"" ""_ é um dos softwares de aprendizado de máquina"" ""softwares de aprendizado de máquina tais como _"" ""softwares de aprendizado de máquina assim como _"" ""softwares de aprendizado de máquina como _"" ""software de aprendizado de máquina tal como _"" ""software de aprendizado de máquina assim como _"" ""software de aprendizado de máquina como _""";;software de AM;2014-10-31;Maísa Duarte;Maísa Duarte;A software package that offers machine learning functionality;;Translated with one added;
modelo;models;%s is a {fashion model};TRUE;TRUE;pessoa;masculino feminino pessoaPorLocalidade celebridade ator;;proper;" ""Raquel Zimmerman"" ""Adriana Lima"" ""Alessandra Ambrósio"" ""Isabeli Fontana"" ""Izabel Goulart"" ""Ana Beatriz Barros"" ""Emanuela de Paula"" ""Viviane Orth"" ""Carol Trentini"" ""Gisele Bündchen"" ""Lais Ribeiro"" ""Barbara Fialho"" ""Fernanda Tavares"" ""Gracie Carvalho"" ""Leticia Birkheuer"" ""Marcelle Bittar"" ""Jeísa Chiminazzo"" ""Martha Streck"" ""Emanuela de Paula""";"""_ é um modelo"" ""_ é o modelo"" ""é o modelo _"" ""modelo conhecido como _"" ""modelo chamado de _"" ""modelo apelidado de _"" ""_ é um dos modelos"" ""modelos tais como _"" ""modelos assim como _"" ""modelos como _"" ""modelo tal como _"" ""modelo assim como _"" ""modelo como _"" ""_ é uma modelo"" ""_ é a modelo"" ""é a modelo _"" ""modelo conhecida como _"" ""modelo chamada de _"" ""modelo apelidada de _"" ""_ é uma das modelos"" ""_ desfilou no Fashion Week"" ""_ desfila nas passarelas"" ""_ é uma angel"" ""_ desfilou nas passarelas"" ";;modelo;2014-10-31;Maísa Duarte;Maísa Duarte;"""a person who is paid to be a fashion model""";none;Removed all and added others names;
molusco;mollusks;%s is a {mollusk};TRUE;TRUE;invertebrado;;;common;"""caracol"" ""marisco"" ""ostra"" ""caramujo"" ""polvo"" ""lula"" ""vieira"" ""lesmas"" ""amêijoas"" ""mexilhões""";"""_ é um molusco"" ""_ é o molusco"" ""é o molusco _"" ""molusco conhecido como _"" ""molusco chamado de _"" ""molusco apelidado de _"" ""_ é um dos moluscos"" ""moluscos tais como _"" ""moluscos assim como _"" ""moluscos como _"" ""molusco tal como _"" ""molusco assim como _"" ""molusco como _""";;molusco;2014-10-31;Maísa Duarte;Maísa Duarte;invertebrate having a soft unsegmented body usually enclosed in a shell;none;Translated, removed and added some names;
monarca;monarchs;%s is a {monarch};TRUE;TRUE;pessoa;masculino feminino pessoaPorLocalidade celebridade político;;proper;"""Alexandre o grande"" ""Átila o huno"" ""Alp Arslan"" ""Ashoka o grande"" ""Antoninus Pius"" ""Ahmad Shah Durrani"" ""Alexandre II"" ""Rei David"" ""Rei Arthur""";"""_ é um monarca"" ""_ é o monarca"" ""é o monarca _"" ""monarca conhecido como _"" ""monarca chamado de _"" ""monarca apelidado de _"" ""_ é um dos monarcas"" ""monarcas tais como _"" ""monarcas assim como _"" ""monarcas como _"" ""monarca tal como _"" ""monarca assim como _"" ""monarca como _""";;monarca;2014-10-31;Maísa Duarte;Maísa Duarte;"""A monarch is a person who heads a monarchy, such as a king or queen""";/royalty/monarch;Translated, removed and added some names;
mês;months;%s is a {month of the year};FALSE;FALSE;data;;;proper;"""janeiro"" ""fevereiro"" ""março"" ""abril"" ""maio"" ""junho"" ""julho"" ""agosto"" ""setembro"" ""outubro"" ""novembro"" ""dezembro""";"""_ é um mês"" ""_ é o mês"" ""é o mês _"" ""mês conhecido como _"" ""mês chamado de _"" ""mês apelidado de _"" ""_ é um dos meses"" ""meses tais como _"" ""meses assim como _"" ""meses como _"" ""mês tal como _"" ""mês assim como _"" ""mês como _""";;mês;2014-10-31;Maísa Duarte;Maísa Duarte;Twelve months of the year.;/time/month;Translated;
monumento;monuments;%s is a {monument};TRUE;TRUE;atração construção;;;proper;"""Congresso Nacional"" ""Doze Profetas"" ""Cristo Redentor"" ""Laçador"" ""Estação da Luz"" ""Largo da Concórdia"" ""Praça dos Três Poderes"" ""Estátua de Roland"" ""Elevador Lacerda"" ""Estátua Equestre de D. Pedro I"" ""Auditório Ibirapuera"" ""Catedral Metropolitana de Brasília"" ""Catedral da Sé"" ""Museu Honestino Guimarães"" ""Espaço Cultural Estação Cantareira"" ""Memorial da América Latina"" ""Monumento às Bandeiras"" ""Monumento à Independência do Brasil"" ""Monumento aos Mortos da Segunda Guerra Mundial"" ""Monumento a Ayrton Senna"" ""Monumento a Ramos de Azevedo"" ""Museu de Arte Contemporânea de Niterói"" ""Obelisco"" ""Oca"" ""Paço Imperial""  ""Palácio da Alvorada"" ""Palácio dos Bandeirantes""";"""_ é um monumento"" ""_ é o monumento"" ""é o monumento _"" ""monumento conhecido como _"" ""monumento chamado de _"" ""monumento apelidado de _"" ""_ é um dos monumentos"" ""monumentos tais como _"" ""monumentos assim como _"" ""monumentos como _"" ""_ são monumentos"" ""_ são os monumentos"" ""monumentos conhecidos como _"" ""monumentos chamados de _"" ""monumentos apelidados de _"" ""_ são alguns dos monumentos"" ""monumento tal como _"" ""monumento assim como _"" ""monumento como _""";;monumento;2014-10-31;Maísa Duarte;Maísa Duarte;An architectural structure (usually public) which is erected to commemorate a person, place, event, or group.;/protected_sites/protected_site;Translated, removed and added some names;
montanha;mountains;%s is a {mountain};TRUE;TRUE;localização geolocalização;atração areaDeSki;;proper;"""Pico da Neblina"" ""Pico 31 de Março"" ""Pico da Bandeira"" ""Pico do Calçado"" ""Pedra da Mina"" ""Pico das Agulhas Negras"" ""Pico do Cristal"" ""Monte Roraima"" ""Morro do Couto"" ""Pedra do Sino de Itatiaia"" ""Pico dos 3 Estados"" ""Serra da Mantiqueira"" ""Serra da Canastra"" ""Serra da Cantareira""";"""montanhas tais como _ "" ""montanhas assim como _"" ""montanhas como _"" ""montanha tal como _"" ""montanha assim como _"" ""montanha como _"" ""_ é uma montanha"" ""_ é a montanha"" ""é a montanha _"" ""montanha conhecida como _"" ""montanha chamada de _"" ""montanha apelidada de _"" ""_ é uma das montanhas"" ""_ são montanhas"" ""_ são as montanhas"" ""montanhas conhecidas como _"" ""montanhas chamadas de _"" ""montanhas apelidadas de _"" ""_ são algumas das montanhas""";;montanha;2014-10-31;Maísa Duarte;Maísa Duarte;A mountain is a landform that extends above the surrounding terrain in a limited area. A mountain is generally steeper than a hill, but there is considerable overlap, and usage often depends on local custom.;/geography/mountain;Translated, removed and added some names;
cordilheira;mountain ranges;%s is a {mountain range};TRUE;TRUE;localização;areaDeSki;;proper;"""Cordilheira dos Andes"" ""Himalaia"" ""Karakoram"" ""Andes"" ""Montanhas Rochosas"" ""Montanhas Apalaches"" ""Montanhas Olímpicas"" ""Montanhas da Colômbia"" ""Cordilheira Blue"" ""Montanhas Brancas"" ""Espinhaço""";"""cordilheiras tais como _"" ""cordilheiras assim como _"" ""cordilheiras como _"" ""cordilheira tal como _"" ""cordilheira assim como _"" ""cordilheira como _"" ""_ é uma cordilheira"" ""_ é a cordilheira"" ""é a cordilheira _"" ""cordilheira conhecida como _"" ""cordilheira chamada de _"" ""cordilheira apelidada de _"" ""_ é uma das cordilheiras"" ""_ são cordilheiras"" ""_ são as cordilheiras"" ""cordilheiras conhecidas como _"" ""cordilheiras chamadas de _"" ""cordilheiras apelidadas de _"" ""_ são algumas das cordilheiras"" ";;cordilheira;2014-10-31;Maísa Duarte;Maísa Duarte;A mountain range is a group of mountains bordered by lowlands or separated from other mountain ranges by passes or rivers.;/geography/mountain_range;Translated, removed and added some names;
filme;movies;%s is a {movie};TRUE;TRUE;trabalhoCriativo;;;proper;" ""O Poderoso Chefão"" ""Guerra nas Estrelas"" ""A lagoa azul"" ""Duro de Matar"" ""A Filha do Presidente"" ""Máquina Mortífera"" ""Matrix"" ""Shrek"" ""Jogos Mortais"" ""O Exterminador do Futuro"" ""Vovó Zona""";"""_ é um filme"" ""_ é o filme"" ""é o filme _"" ""filme conhecido como _"" ""filme chamado de _"" ""filme apelidado de _"" ""_ é um dos filmes"" ""_ são filmes"" ""_ são os filmes"" ""filmes conhecidos como _"" ""filmes chamados de _"" ""filmes apelidados de _"" ""_ são alguns dos filmes"" ""filmes tais como _"" ""filmes assim como _"" ""filmes como _"" ""filme tal como _"" ""filme assim como _"" ""filme como _"" ";;filme;2014-10-31;Maísa Duarte;Maísa Duarte;A release of a visual narrative composed of a series of moving images that is considered a complete presentation and is intended to be classified as a film. A film can be of any length of running time and presented in a theatrical, television, internet-streaming and direct-to-home-video presentation. (FreeBase);/film/film;Almost removed  and others added;
músculo;muscles;%s is a {muscle};TRUE;TRUE;parteDoCorpo;;;all;" ""músculo ciliar"" ""músculo escaleno posterior"" ""bíceps braquial"" ""tríceps braquial"" ""levantador da escápula"" ""bulboesponjoso"" ""transverso do tórax"" ""músculo omo-hióideo"" ""músculo transverso"" ""músculo vertical""";"""_ é um músculo"" ""_ é o músculo"" ""é o músculo _"" ""músculo conhecido como _"" ""músculo chamado de _"" ""músculo apelidado de _"" ""_ é um dos músculos"" ""_ são músculos"" ""_ são os músculos"" ""músculos conhecidos como _"" ""músculos chamados de _"" ""músculos apelidados de _"" ""_ são alguns dos músculos"" ""músculos tais como _"" ""músculos assim como _"" ""músculos como _"" ""músculo tal como _"" ""músculo assim como _"" ""músculo como _""";;músculo;2014-10-31;Maísa Duarte;Maísa Duarte;"""A muscle is a contractile form of tissue which animals use to effect movement.""";/medicine/muscle;Translated, removed and added some names;
museu;museums;%s is a {museum};TRUE;TRUE;construção atração;;;proper;"""Museu Afro-Brasileiro"" ""Museu de Arte Sacra da Bahia"" ""Museu do Maracatu"" ""Museu da Cachaça"" ""Espaço Oscar Niemeyer"" ""Museu da Imprensa"" ""Museu de Artes e Tradição do Nordeste"" ""Museu do Índio"" ""Museu de Arte de Joinville"" ""Museu de Arte de São Paulo""";"""_ é um museu"" ""_ é o museu"" ""é o museu _"" ""museu conhecido como _"" ""museu chamado de _"" ""museu apelidado de _"" ""_ é um dos museus"" ""_ são museus"" ""_ são os museus"" ""museus conhecidos como _"" ""museus chamados de _"" ""museus apelidados de _"" ""_ são alguns dos museus"" ""museus tais como _"" ""museus assim como _"" ""museus como _"" ""museu tal como _"" ""museu assim como _"" ""museu como _"" ";;museu;2014-10-31;Maísa Duarte;Maísa Duarte;"A museum is a ""permanent institution in the service of society and of its development, open to the public, which acquires, conserves, researches, communicates and exhibits the tangible and intangible heritage of humanity and its environment, for the purposes of education, study, and enjoyment"", as defined by the International Council of Museums.";/architecture/museum;Removed all and added brazilian names;
álbumMusical;albums;%s is a {musical album};TRUE;TRUE;trabalhoCriativo;;;proper;"""Xou da Xuxa 3"" ""Só pra Contrariar"" ""Mamonas Assassinas"" ""As Quatro Estações"" ""Rádio Pirata ao Vivo"" ""Terra Samba ao Vivo e a Cores"" ""É O Tchan Do Brasil"" ""Preciso de Ti"" ""Tribalistas"" ""Músicas para louvar o Senhor"" ""Raimundos"" ""Titanomaquia"" ""Nove Luas"" ""Angels Cry"" ""Dr Sin"" ""Arise"" ""Chaos A.D"" ""Roots"" ""Transpiração Contínua Prolongada"" ""O Papa é Pop"" ""Calango"" ""Da Lama ao Caos"" ""Rappa Mundi"" ""Lado B Lado A"" ""Lavô Tá Novo"" ""O Descobrimento do Brasil"" ""Acústico MTV"" ""Usuário"" ""Os Cães Ladram mas a Caravana Não Pára"" ""Televisão de Cachorro"" ""Só No Forevis"" ""Hey Na Na""";"""_ é um álbum musical"" ""_ é o álbum musical"" ""é o álbum musical _"" ""álbum musical conhecido como _"" ""álbum musical chamado de _"" ""álbum musical apelidado de _"" ""_ é um dos álbuns musicais"" ""_ são álbuns musicais"" ""_ são os álbuns musicais"" ""álbuns musicais conhecidos como _"" ""álbuns musicais chamados de _"" ""álbuns musicais apelidados de _"" ""_ são alguns dos álbuns musicais"" ""álbuns musicais tais como _"" ""álbuns musicais assim como _"" ""álbuns musicais como _"" ""álbum musical tal como _"" ""álbum musical assim como _"" ""álbum musical como _"" ";;álbum musical;2014-10-31;Maísa Duarte;Maísa Duarte;A collection of Musical Tracks (recordings of Songs) released in a common format such as Compact Disc or LP. An album is typically associated with a single Musical Artist unless it is a compilation, which is a collection of tracks by various artists.  (FreeBase);/music/album;Almost removed  and others added;
banda;bands;%s is a {musical artist};TRUE;TRUE;organização;;;proper;" ""Titãs"" ""Skank"" ""Legião Urbana"" ""Capital Inicial"" ""Menudos"" ""Paralamas do Sucesso"" ""Nirvana"" ""Pink Floyd"" ""Ira!"" ""Exalta Samba""";"""banda tal como _"" ""banda assim como _"" ""banda como a _"" ""_ é uma banda"" ""_ é a banda"" ""é a banda _"" ""banda conhecida como _"" ""banda chamada de _"" ""banda apelidada de _"" ""_ é uma das bandas"" ""_ são bandas"" ""_ são as bandas"" ""bandas conhecidas como _"" ""bandas chamadas de _"" ""bandas apelidadas de _"" ""_ são algumas das bandas"" ";;banda;2014-10-31;Maísa Duarte;Maísa Duarte;An individual or a group that performs or makes music. Musical artists should typically have performed in front of an audience on a regular basis or have recorded musical tracks or musical albums. (FreeBase);/music/artist;Almost removed  and others added;
festivalDeMúsica;music festivals;%s is a {music festival};TRUE;TRUE;evento;;;proper;" ""Axé Brasil"" ""Lollapalooza"" ""Rock in Rio"" ""Bienal do Samba"" ""Viola de todos os cantos"" ""Chorando Sem Parar"" ""Festival de Verão de Salvador"" ""João Rock"" ""Rock Arena Rio"" ""Festival Rock Independente""";"""_ é um festival de música"" ""_ é o festival de música"" ""é o festival de música _"" ""festival de música conhecido como _"" ""festival de música chamado de _"" ""festival de música apelidado de _"" ""_ é um dos festivais musicais"" ""_ são festivais musicais"" ""_ são os festivais musicais"" ""festivais musicais conhecidos como _"" ""festivais musicais chamados de _"" ""festivais musicais apelidados de _"" ""_ são alguns dos festivais musicais"" ""festivais musicais tais como _"" ""festivais musicais assim como _"" ""festivais musicais como _"" ""festival de música tal como _"" ""festival de música assim como _"" ""festival de música como _""";;festival de música;2014-10-31;Maísa Duarte;Maísa Duarte;"""A Music Festival is a musical event where live music is played, typically by multiple musical artists. A festival may be a singular event or a recurring one.""";/music/festival;Removed all and added brazilian names;
gêneroMusical;music genres;%s is a {genre of music};TRUE;TRUE;abstractThing;;;all;" ""rock"" ""pop"" ""hip-hop"" ""música clássica"" ""punk"" ""funk"" ""sertanejo"" ""samba"" ""axé"" ""reggae"" ""pagode"" ""rap"" ""heavy metal"" ""MPB""";"""_ é um gênero musical"" ""_ é o gênero musical"" ""é o gênero musical _"" ""gênero musical conhecido como _"" ""gênero musical chamado de _"" ""gênero musical apelidado de _"" ""_ é um dos gêneros musicais"" ""_ são gêneros musicais"" ""_ são os gêneros musicais"" ""gêneros musicais conhecidos como _"" ""gêneros musicais chamados de _"" ""gêneros musicais apelidados de _"" ""_ são alguns dos gêneros musicais"" ""gêneros musicais tais como _"" ""gêneros musicais assim como _"" ""gêneros musicais como _"" ""gênero musical tal como _"" ""gênero musical assim como _"" ""gênero musical como _"" ";;gênero musical;2014-10-31;Maísa Duarte;Maísa Duarte;A style or classification of music (FreeBase);/music/genre;Almost removed  and others added;
músico;musicians;%s is a {musician};TRUE;TRUE;pessoa;masculino feminino pessoaPorLocalidade celebridade professor artistaDeArteVisual;;proper;" ""Ivete Sangalo"" ""Elis Regina"" ""Maria Betânia"" ""Djavan"" ""Renato Russo"" ""Lulu Santos"" ""Dinho Ouro Preto"" ""Renato Teixeira "" ""Zeca Baleiro"" ""Tony Bellotto""";"""_ é um músico"" ""_ é o músico"" ""é o músico _"" ""músico conhecido como _"" ""músico chamado de _"" ""músico apelidado de _"" ""_ é um dos músicos"" ""_ são músicos"" ""_ são os músicos"" ""músicos conhecidos como _"" ""músicos chamados de _"" ""músicos apelidados de _"" ""_ são alguns dos músicos"" ""músicos tais como _"" ""músicos assim como _"" ""músicos como _"" ""músico tal como _"" ""músico assim como _"" ""músico como _"" ";;músico;2014-10-31;Maísa Duarte;Maísa Duarte;A musician is a person who sings or plays a musical instrument as part of a musical act.;/music/group_member;Removed all and added brazilian names;
instrumentoMusical;musical instruments;%s is a {musical instrument};TRUE;TRUE;item objetoVisualizável;;;all;" ""guitarra"" ""flauta"" ""bateria"" ""piano"" ""violino"" ""violoncelo"" ""tamborim"" ""viola"" ""violão"" ""saxofone""";"""_ é um instrumento musical"" ""_ é o instrumento musical"" ""é o instrumento musical _"" ""instrumento musical conhecido como _"" ""instrumento musical chamado de _"" ""instrumento musical apelidado de _"" ""_ é um dos instrumentos musicais"" ""_ são instrumentos musicais"" ""_ são os instrumentos musicais"" ""instrumentos musicais conhecidos como _"" ""instrumentos musicais chamados de _"" ""instrumentos musicais apelidados de _"" ""_ são alguns dos instrumentos musicais"" ""instrumentos musicais tais como _"" ""instrumentos musicais assim como _"" ""instrumentos musicais como _"" ""instrumento musical tal como _"" ""instrumento musical assim como _"" ""instrumento musical como _"" ";;instrumento musical;2014-10-31;Maísa Duarte;Maísa Duarte;A Musical instrument is a device constructed or modified with the purpose of making music. In principle, anything that produces sound, and can somehow be controlled by a musician, can serve as a musical instrument. (See e.g. the hardart.);/music/instrument;Translated, removed and added some names;
canção;songs;%s is a {song};TRUE;TRUE;trabalhoCriativo;poema letraDeMúsica;;proper;"""Canção da América"" ""Epitáfio"" ""Menino da Porteira"" ""Mulher de Fases"" ""Codinome Beija-Flor"" ""Velha Infância"" ""Eu Te Devoro"" ""Como É Grande O Meu Amor Por Você"" ""Águas de Março"" ""Admirável Gado Novo""";"""música como _"" ""música assim como _"" ""música como a _"" ""_ é uma música"" ""_ é a música"" ""é a música _"" ""música conhecida como _"" ""música chamada de _"" ""música apelidada de _"" ""_ é uma das músicas"" ""_ são músicas"" ""_ são as músicas"" ""músicas conhecidas como _"" ""músicas chamadas de _"" ""músicas apelidadas de _"" ""_ são algumas das músicas"" ""canção tal como _"" ""canção assim como _"" ""canção como a _"" ""_ é uma canção"" ""_ é a canção"" ""é a canção _"" ""canção conhecida como _"" ""canção chamada de _"" ""canção apelidada de _"" ""_ é uma das canções"" ""_ são canções"" ""_ são as canções"" ""canções conhecidas como _"" ""canções chamadas de _"" ""canções apelidadas de _"" ""_ são algumas das canções"" ";;canção;2014-10-31;Maísa Duarte;Maísa Duarte;"""A song is any musical work including instrumentals as well as songs with lyrics.""";/music/composition;Removed all and added brazilian names;
